id,num_dots,url_length,num_domain_parts,num_hyphens,num_underscores,num_at,num_ampersand,num_tilde,num_percent,hostname_length,is_ip,num_double_slash,has_https,has_suspicious,label
1,1.0,0.7553191489361702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,Phishing
2,1.0,1.5212765957446808,0.0,0.0,0.09090909090909091,0.0,0.1,0.0,0.0,17.0,0.0,0.0,0.0,1.0,Phishing
3,1.0,0.6063829787234043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,Phishing
4,1.0,0.8297872340425532,0.0,0.5,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,Phishing
5,1.0,0.4787234042553191,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Phishing
6,1.0,0.4361702127659574,0.0,0.5,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,Phishing
7,0.6666666666666666,0.6276595744680852,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,Phishing
8,0.3333333333333333,0.30851063829787234,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Phishing
9,2.6666666666666665,0.7978723404255319,1.9999999999999998,0.5,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,Phishing
10,0.6666666666666666,0.4787234042553191,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,Phishing
11,1.6666666666666665,0.6702127659574468,1.0,0.5,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,Phishing
12,0.6666666666666666,0.48936170212765956,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,Phishing
13,0.6666666666666666,0.6382978723404256,0.0,0.5,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,Phishing
14,0.6666666666666666,0.36170212765957444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,Phishing
15,0.6666666666666666,0.6276595744680852,0.0,0.5,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,Phishing
16,1.0,0.7659574468085106,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,Phishing
17,1.0,0.5212765957446809,-0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,13.0,1.0,0.0,0.0,0.0,Phishing
18,1.0,0.6170212765957447,0.0,0.5,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,Phishing
19,0.6666666666666666,0.28723404255319146,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,Phishing
20,0.3333333333333333,0.6170212765957447,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Phishing
21,0.3333333333333333,0.32978723404255317,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,Phishing
22,1.6666666666666665,0.5425531914893618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,Phishing
23,0.6666666666666666,0.648936170212766,0.0,0.5,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,Phishing
24,0.3333333333333333,1.106382978723404,-0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,Phishing
25,1.3333333333333333,0.574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,Phishing
26,1.6666666666666665,1.4148936170212765,-0.3333333333333333,1.5,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,Phishing
27,0.6666666666666666,0.44680851063829785,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,Phishing
28,2.0,2.223404255319149,-0.3333333333333333,1.0,0.3181818181818182,0.0,0.4,0.0,0.0,9.0,0.0,0.0,0.0,1.0,Phishing
29,0.6666666666666666,1.425531914893617,-0.3333333333333333,1.0,0.13636363636363635,0.0,0.1,0.0,0.0,22.0,0.0,0.0,0.0,1.0,Phishing
